l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326,wkt_srid_3857,calculated_length
31,2,6,220000,3,2,50,Leitung 2008,TenneT,2008,74543,0.08,0.32,11.5,1.3,142684,'SRID=4326;LINESTRING(9.11321011483187 52.5438533448625,9.91814868636922 52.3799963374107)','SRID=3857;LINESTRING(1014477.90947519 6899064.84850782,1104083.2613786 6869127.46138821)',94474.15645182195
32,37,10,380000,3,3,50,494,50Hertz,494,104145,0.033333,0.333333,10.275,1.95,145483,'SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,12.9416466491702 52.5621144028949)','SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1440657.5150121 6902408.13750346)',154589.11760964815
33,10,38,380000,3,3,50,498,50Hertz,498,29660,0.033333,0.333333,10.275,1.95,145484,'SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,13.2115276810432 52.5806278358522)','SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1470700.53405497 6905799.05312594)',30233.777500818807
34,37,38,380000,3,3,50,493,50Hertz,493,124547,0.033333,0.333333,10.275,1.95,145485,'SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,13.2115276810432 52.5806278358522)','SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1470700.53405497 6905799.05312594)',184088.75434476716
35,39,40,380000,3,3,50,513,50Hertz,513,195835,0.033333,0.333333,10.275,1.95,145508,'SRID=4326;LINESTRING(11.7273496126748 52.5689511242655,13.1433929675199 53.9081470154338)','SRID=3857;LINESTRING(1305482.58723765 6903660.18292128,1463115.81244021 7152779.59484678)',294802.8410410389
36,39,41,380000,3,3,50,516,50Hertz,516,75661,0.033333,0.333333,10.275,1.95,145509,'SRID=4326;LINESTRING(11.7273496126748 52.5689511242655,11.8531051573669 53.0865440610132)','SRID=3857;LINESTRING(1305482.58723765 6903660.18292128,1319481.63043721 6999022.30099659)',96384.16246620893
37,10,43,220000,3,2,50,319,50Hertz,319,55074,0.08,0.32,11.5,1.3,240489,'SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,12.4993660253653 52.4052284426773)','SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1391423.06118241 6873730.22675779)',56977.662365566626
39,44,45,220000,3,2,50,291,50Hertz,291,38927,0.08,0.32,11.5,1.3,241440,'SRID=4326;LINESTRING(13.5061280249068 52.4738227039188,13.3057533352426 52.2307818607751)','SRID=3857;LINESTRING(1503495.29432139 6886256.30871833,1481189.68590011 6841961.82416014)',49593.765024640255
40,44,46,220000,3,2,,301 Wuhlheide - Marzahn,50Hertz,301,9160,0.08,0.32,11.5,1.3,241442,'SRID=4326;LINESTRING(13.5061280249068 52.4738227039188,13.524229382887 52.5356572171711)','SRID=3857;LINESTRING(1503495.29432139 6886256.30871833,1505510.32827441 6897564.72921428)',11486.545866579643
41,46,12,380000,3,4,,495,50Hertz,,16996,0.025,0.25,13.7,2.6,252583,'SRID=4326;LINESTRING(13.524229382887 52.5356572171711,13.709669749528 52.5397952998981)','SRID=3857;LINESTRING(1505510.32827441 6897564.72921428,1526153.4554614 6898322.07842467)',20657.0152220675
43,47,48,380000,3,1,50,836 (BIN-FRH),Stromnetz Berlin,,7713,0.1,1,3.425,0.65,252589,'SRID=4326;LINESTRING(13.4564332845965 52.5214575892113,13.5370284535837 52.5374809881862)','SRID=3857;LINESTRING(1497963.30113494 6894966.46508631,1506935.11430699 6897898.50580254)',9438.765510160796
44,348,347,380000,6,,,Charlottenburg - Mitte,,,5398,,,,,3749526,'SRID=4326;LINESTRING(13.3686540366335 52.5031475699387,13.3155159230367 52.521999382843)','SRID=3857;LINESTRING(1488191.75994948 6891617.31624932,1482276.45220217 6895065.58769051)',6847.002386264346
45,31,33,380000,3,3,50,450 Mecklar - Eisenach,50Hertz,450,58392,0.033333,0.333333,10.275,1.95,270536,'SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,10.3859389733606 51.001790688155)','SRID=3857;LINESTRING(1084936.55051936 6606596.84385321,1156157.43792452 6621610.48085457)',72786.15320778462
46,31,51,380000,6,4,,3009 Borken - Mecklar,TenneT,3009,40727,0.0125,0.125,27.4,5.2,270963,'SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,9.25938384941478 51.0603668957955)','SRID=3857;LINESTRING(1084936.55051936 6606596.84385321,1030749.89517631 6631978.88232535)',59836.7904743202
47,52,53,380000,3,4,,Daxlanden - Eichstetten,EnBW,7510,121001,0.025,0.25,13.7,2.6,272103,'SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,7.75349549403634 48.0993557332288)','SRID=3857;LINESTRING(925436.796678455 6276396.02224595,863115.170264068 6123400.03428663)',165202.17144633035
48,52,54,380000,3,3,,Daxlanden - Philippsburg,EnBW,7520,32991,0.033333,0.333333,10.275,1.95,272126,'SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.4384675602346 49.2524597535318)','SRID=3857;LINESTRING(925436.796678455 6276396.02224595,939365.911880874 6317807.606619)',43691.413007689844
49,52,55,220000,3,4,,Altlußheim - Daxlanden,EnBW,5100,37972,0.04,0.16,23,2.6,272681,'SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.51211173756804 49.2939665911691)','SRID=3857;LINESTRING(925436.796678455 6276396.02224595,947563.944201521 6324889.3764975)',53303.05867465589
50,52,56,220000,3,2,,Daxlanden - Neurott,EnBW,5100,66558,0.08,0.32,11.5,1.3,272682,'SRID=4326;LINESTRING(8.31334018942867 49.0090434774209,8.62320969485988 49.356582256425)','SRID=3857;LINESTRING(925436.796678455 6276396.02224595,959931.31223542 6335583.9625945)',68506.08649027607
51,57,52,220000,3,4,,Seehof (220 kV Daxlanden-Oberwald),EnBW,,13836,0.04,0.16,23,2.6,272728,'SRID=4326;LINESTRING(8.44554253599103 48.9860882032815,8.31334018942867 49.0090434774209)','SRID=3857;LINESTRING(940153.494579454 6272501.18275884,925436.796678455 6276396.02224595)',15223.36926372153
52,57,58,220000,3,2,,Edelberg (220 kV Oberwald - Birkenfeld),EnBW,,21823,0.08,0.32,11.5,1.3,272729,'SRID=4326;LINESTRING(8.44554253599103 48.9860882032815,8.64158407529801 48.8900525292561)','SRID=3857;LINESTRING(940153.494579454 6272501.18275884,961976.738909436 6256226.15819957)',27223.71057535923
53,58,52,220000,3,2,,Pfinztal (220 kV Daxlanden-Birkenfeld),EnBW,,29591,0.08,0.32,11.5,1.3,272732,'SRID=4326;LINESTRING(8.64158407529801 48.8900525292561,8.31334018942867 49.0090434774209)','SRID=3857;LINESTRING(961976.738909436 6256226.15819957,925436.796678455 6276396.02224595)',41737.16322287469
54,59,60,380000,3,2,50,307,TenneT,,55597,0.05,0.5,6.85,1.3,289000,'SRID=4326;LINESTRING(8.56374402466983 53.0317216060084,8.47470705828713 53.4286512121137)','SRID=3857;LINESTRING(953311.624110185 6988867.71581033,943400.074350683 7062683.76123891)',74478.50281355929
55,61,62,220000,3,1,50,2144,TenneT,,38668,0.16,0.64,5.75,0.65,300029,'SRID=4326;LINESTRING(8.51888183670623 53.2026352879915,8.82002488847759 53.1073883104849)','SRID=3857;LINESTRING(948317.588190205 7020568.27617918,981840.679369326 7002886.60731588)',37900.38332253414
56,30,61,380000,3,2,50,Dollern-(Niedervieland/Unterweser)-Alfstedt,TenneT,3103,90826,0.05,0.5,6.85,1.3,309969,'SRID=4326;LINESTRING(9.50178971212981 53.5428143880013,8.51888183670623 53.2026352879915)','SRID=3857;LINESTRING(1057734.39237905 7084041.92342586,948317.588190205 7020568.27617918)',126494.82571906257
57,63,52,220000,3,2,50,Bühl - Daxlanden,EnBW,BUEHL-DAXLA,41541,0.08,0.32,11.5,1.3,339243,'SRID=4326;LINESTRING(8.1205960007402 48.7053687624366,8.31334018942867 49.0090434774209)','SRID=3857;LINESTRING(903980.611740293 6225015.70478993,925436.796678455 6276396.02224595)',55680.38158976649
58,13,64,380000,3,4,,Oberbachern - Menzing,Stadtwerke München,439;440,17129,0.025,0.25,13.7,2.6,377770,'SRID=4326;LINESTRING(11.3704263094168 48.2914922548393,11.4407746571386 48.1718035686213)','SRID=3857;LINESTRING(1265750.06686672 6155486.48990499,1273581.20911326 6135484.56809849)',21480.308769635845
59,59,67,380000,3,2,50,303/307,TenneT,,14988,0.05,0.5,6.85,1.3,445559,'SRID=4326;LINESTRING(8.56374402466983 53.0317216060084,8.69516076534637 53.0925361336519)','SRID=3857;LINESTRING(953311.624110185 6988867.71581033,967940.86876401 7000132.9770056)',18464.0436778928
60,61,67,380000,3,2,50,307;303,TenneT,,37359,0.05,0.5,6.85,1.3,445560,'SRID=4326;LINESTRING(8.51888183670623 53.2026352879915,8.69516076534637 53.0925361336519)','SRID=3857;LINESTRING(948317.588190205 7020568.27617918,967940.86876401 7000132.9770056)',28331.512363302685
61,68,69,380000,3,4,50,Ried Ost,Amprion,,64423,0.025,0.25,13.7,2.6,576361,'SRID=4326;LINESTRING(8.77244299222179 49.9746686767501,8.41937108566179 49.6337357665925)','SRID=3857;LINESTRING(976543.886907151 6441890.05723446,937240.102055482 6383085.29621266)',70730.38542590605
62,70,69,380000,3,4,50,Ried West,Amprion,,55613,0.025,0.25,13.7,2.6,576364,'SRID=4326;LINESTRING(8.38855643052221 49.9823050863709,8.41937108566179 49.6337357665925)','SRID=3857;LINESTRING(933809.830336372 6443211.95744127,937240.102055482 6383085.29621266)',60224.43154208251
63,71,72,380000,3,4,50,504,50Hertz,504,51008,0.025,0.25,13.7,2.6,902595,'SRID=4326;LINESTRING(12.262173544509 51.7410202813412,11.8943048129965 51.4057039044654)','SRID=3857;LINESTRING(1365018.91499349 6753433.37728126,1324067.95512275 6693374.25238603)',72691.67488451337
64,73,74,380000,3,3,50,501,50Hertz,501,54235,0.033333,0.333333,10.275,1.95,902597,'SRID=4326;LINESTRING(13.1570905224719 51.8284516784236,13.9024347133056 51.874723530085)','SRID=3857;LINESTRING(1464640.61728258 6769166.55481189,1547611.95307191 6777505.48102515)',83389.32937166456
65,37,75,380000,3,3,50,536 Klostermansfeld - Wolmirstedt,50Hertz,536,118963,0.033333,0.333333,10.275,1.95,904158,'SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.5165549994374 51.5843592162484)','SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1282017.0382301 6725318.37528252)',124293.17368834717
66,72,75,380000,3,4,50,538 Lauchstädt - Klostermansfeld,50Hertz,538,38633,0.025,0.25,13.7,2.6,904159,'SRID=4326;LINESTRING(11.8943048129965 51.4057039044654,11.5165549994374 51.5843592162484)','SRID=3857;LINESTRING(1324067.95512275 6693374.25238603,1282017.0382301 6725318.37528252)',52808.2057935948
67,37,72,380000,3,3,50,535 Lauchstädt - Wolmirstedt,50Hertz,535,156923,0.033333,0.333333,10.275,1.95,904160,'SRID=4326;LINESTRING(11.6389126099956 52.2687358982154,11.8943048129965 51.4057039044654)','SRID=3857;LINESTRING(1295637.82513212 6848862.97123755,1324067.95512275 6693374.25238603)',158066.48595249746
68,76,77,380000,3,4,,Leitung 3016,TenneT,3016,54129,0.025,0.25,13.7,2.6,906772,'SRID=4326;LINESTRING(8.70221847039735 51.7363525890089,8.99279243937742 51.3430094105575)','SRID=3857;LINESTRING(968726.528896454 6752594.28811044,1001073.07516109 6682193.87293107)',77475.91569434918
70,10,45,220000,3,3,50,526,50Hertz,526,70002,0.053333,0.213333,17.25,1.95,918562,'SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,13.3057533352426 52.2307818607751)','SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1481189.68590011 6841961.82416014)',72777.8377921031
71,10,74,380000,3,3,50,521,50Hertz,521,130600,0.033333,0.333333,10.275,1.95,918563,'SRID=4326;LINESTRING(12.9416466491702 52.5621144028949,13.9024347133056 51.874723530085)','SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1547611.95307191 6777505.48102515)',164438.2115447271
72,45,74,380000,3,1,50,522,50Hertz,522,61987,0.1,1,3.425,0.65,918564,'SRID=4326;LINESTRING(13.3057533352426 52.2307818607751,13.9024347133056 51.874723530085)','SRID=3857;LINESTRING(1481189.68590011 6841961.82416014,1547611.95307191 6777505.48102515)',92555.592735272
73,78,32,380000,3,4,50,416,50Hertz,416,77739,0.025,0.25,13.7,2.6,918567,'SRID=4326;LINESTRING(11.6463786860412 50.5348769896165,11.1228546271538 50.9989090757631)','SRID=3857;LINESTRING(1296468.94491574 6539427.61427731,1238190.51326237 6621100.75314217)',100333.82883163201
74,79,80,380000,3,,50,566,50Hertz,566,21986,,,,,919059,'SRID=4326;LINESTRING(14.4719654746961 51.5538127702297,14.5081092115389 51.4137104048148)','SRID=3857;LINESTRING(1611011.82742101 6719847.69286396,1615035.32980171 6694803.16392564)',25365.665793545097
76,81,79,380000,3,,50,542,50Hertz,542,62103,,,,,919119,'SRID=4326;LINESTRING(14.4281791800258 51.8888603767988,14.4719654746961 51.5538127702297)','SRID=3857;LINESTRING(1606137.55939458 6780054.8775568,1611011.82742101 6719847.69286396)',60404.168543497355
78,34,82,220000,3,2,50,300 Wilhelmshaven - Maade,,300,2345,0.08,0.32,11.5,1.3,941141,'SRID=4326;LINESTRING(8.122642304058 53.5605160665145,8.14191383627294 53.5640011817982)','SRID=3857;LINESTRING(904208.405183638 7087358.78852429,906353.702336613 7088011.97809342)',2242.53349758338
79,83,84,220000,3,2,50,211,TenneT,211,13656,0.08,0.32,11.5,1.3,943999,'SRID=4326;LINESTRING(10.1562825155965 54.2755482828972,10.1773541417844 54.3395212774033)','SRID=3857;LINESTRING(1130592.19798883 7222515.52587547,1132937.88068625 7234721.59879749)',12429.418469689192
80,83,24,220000,3,1,50,207,TenneT,207,31621,0.16,0.64,5.75,0.65,945143,'SRID=4326;LINESTRING(10.1562825155965 54.2755482828972,9.72699275106814 54.2914209859116)','SRID=3857;LINESTRING(1130592.19798883 7222515.52587547,1082803.87999877 7225542.27493619)',47884.074035065765
81,85,86,380000,3,4,50,Gronau West,Amprion,,46345,0.025,0.25,13.7,2.6,962084,'SRID=4326;LINESTRING(7.03491005788042 52.2028530841971,7.30824781629083 52.4767901583642)','SRID=3857;LINESTRING(783122.605419727 6836887.32820529,813550.425500548 6886798.63958507)',58455.03604070544
82,87,86,380000,3,4,50,Münsterland,Amprion,,110054,0.025,0.25,13.7,2.6,962095,'SRID=4326;LINESTRING(7.06034476225792 51.6964980793073,7.30824781629083 52.4767901583642)','SRID=3857;LINESTRING(785953.983759508 6745433.35639174,813550.425500548 6886798.63958507)',144033.70053253885
83,90,86,380000,3,4,50,Roxel Ost,Amprion,,69900,0.025,0.25,13.7,2.6,962096,'SRID=4326;LINESTRING(7.54571775348996 51.9703244532995,7.30824781629083 52.4767901583642)','SRID=3857;LINESTRING(839985.457988267 6794761.5124726,813550.425500548 6886798.63958507)',95758.25661395378
84,91,86,380000,3,4,50,Emsland-D0,Amprion,,1045,0.025,0.25,13.7,2.6,962108,'SRID=4326;LINESTRING(7.30460120682915 52.4817909166958,7.30824781629083 52.4767901583642)','SRID=3857;LINESTRING(813144.486792154 6887712.65906938,813550.425500548 6886798.63958507)',1000.1089204031309
85,86,92,380000,3,4,50,Emsland-D2,Amprion,,1041,0.025,0.25,13.7,2.6,962109,'SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.30433880131157 52.4824259961208)','SRID=3857;LINESTRING(813550.425500548 6886798.63958507,813115.275943555 6887828.74389295)',1118.2441692508135
87,86,93,380000,3,4,50,Meppen,Amprion,,47048,0.025,0.25,13.7,2.6,962120,'SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.27715397426964 52.7532426203196)','SRID=3857;LINESTRING(813550.425500548 6886798.63958507,810089.074839944 6937484.2800363)',50803.69175903497
88,94,86,380000,3,4,50,Niedersachsen Süd,Amprion,,74405,0.025,0.25,13.7,2.6,962121,'SRID=4326;LINESTRING(8.30775696202904 52.3456357754793,7.30824781629083 52.4767901583642)','SRID=3857;LINESTRING(924815.274647346 6862863.73785895,813550.425500548 6886798.63958507)',113810.13213373732
89,86,95,380000,3,4,50,Bramgau,Amprion,,60176,0.025,0.25,13.7,2.6,962122,'SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.88957673752775 52.2773967844269)','SRID=3857;LINESTRING(813550.425500548 6886798.63958507,878263.664996046 6850438.59987215)',74228.40328288621
90,86,96,220000,3,2,50,Benteler,Amprion,,1280,0.08,0.32,11.5,1.3,962172,'SRID=4326;LINESTRING(7.30824781629083 52.4767901583642,7.31784997667688 52.4691115144199)','SRID=3857;LINESTRING(813550.425500548 6886798.63958507,814619.33310524 6885395.36859831)',1764.0104675570815
91,42,98,380000,3,4,50,544,50Hertz,544,35725,0.025,0.25,13.7,2.6,1000670,'SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,12.2147735094259 54.1003234808405)','SRID=3857;LINESTRING(1356648.9481359 7135343.23805745,1359742.36722446 7189179.30213337)',53924.864736446114
92,99,100,380000,3,4,,Uchtelfangen West,Amprion,,94570,0.025,0.25,13.7,2.6,1020855,'SRID=4326;LINESTRING(6.99647662277982 49.3754093214106,6.47473981351713 49.922469309419)','SRID=3857;LINESTRING(778844.214994891 6338802.23619638,720764.739059662 6432859.70187708)',110544.25527899161
94,42,181,220000,3,2,50,315,50Hertz Transmission,315,151109,0.08,0.32,11.5,1.3,1021992,'SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,14.0336963902155 53.507868594058)','SRID=3857;LINESTRING(1356648.9481359 7135343.23805745,1562223.93610619 7077497.99914936)',213558.29963576447
95,42,101,380000,3,4,50,424,50Hertz,424,47152,0.025,0.25,13.7,2.6,1022003,'SRID=4326;LINESTRING(12.1869848529515 53.8157751978716,11.6993927384808 53.5722744896829)','SRID=3857;LINESTRING(1356648.9481359 7135343.23805745,1302370.44223821 7089562.79900337)',71007.07572115568
96,102,42,380000,3,4,50,423,50Hertz,423,71640,0.025,0.25,13.7,2.6,1022004,'SRID=4326;LINESTRING(11.3706374165175 53.6009910913085,12.1869848529515 53.8157751978716)','SRID=3857;LINESTRING(1265773.56720167 7094948.04461531,1356648.9481359 7135343.23805745)',99449.01464152065
97,103,87,380000,3,4,50,Kusenhorst,Amprion,,40861,0.025,0.25,13.7,2.6,1082800,'SRID=4326;LINESTRING(6.94821096676896 51.4445758936096,7.06034476225792 51.6964980793073)','SRID=3857;LINESTRING(773471.306744959 6700314.03780132,785953.983759508 6745433.35639174)',46814.208692590306
